code	Articles	tag_1	tag_2	tag_3	tag_4	tag_5	tag_6	tag_7
98500	L2421-8; L2421-8-1; L2421-7	Institutions représentatives du personnel	Salariés protégés	Procédure	Procédure pour un salarié en Contrat à Durée Déterminée (CDD)			
98260	R2421-20; R2421-21	Institutions représentatives du personnel	Salariés protégés	Procédure	Rupture conventionnelle	Délégation du personnel au comité social et économique et représentant de proximité		
98250	R2421-18; R2421-19	Institutions représentatives du personnel	Salariés protégés	Procédure	Rupture conventionnelle	Délégué syndical, salarié mandaté, membre de la délégation du personnel au comité social et économique interentreprises et conseiller du salarié		
98700	L2411-1; L2411-2	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Champ d'application			
99170	L2411-7	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement (anc. Délégué du personnel (DP)) membres délégation personnel CSE	Candidats		
99150	L2411-6	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement (anc. Délégué du personnel (DP)) membres délégation personnel CSE	Salarié organisation élections		
99100	L2411-5	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement (anc. Délégué du personnel (DP)) membres délégation personnel CSE	Élus		
99600	L2411-10; L2411-8; L2411-9	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement (anc. membre Comité Entreprise (CE))			
98800	L2411-21	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement Conseiller du salarié			
98900	L2411-22	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement Conseiller prudhomme			
99000	L2411-3	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement Délégué Syndical			
99300	L2411-23	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement assesseur maritime			
99400	L2411-17; L2411-16; L2411-20; L2411-19; L2411-18	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement autres mandats représentation			
99200	L2411-11	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement comité d'entreprise européen			
99500	L2411-15; L2411-13; L2411-14; R2411-1	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement comité d'hygiène, de sécurité et des conditions de travail (CHSCT)			
99670	L2411-10	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement membre CSE interentreprise			
99680	L2411-10-1	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement membre CSE interentreprise	Candidat		
99700	L2411-25	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement membre commission interprofessionnelle			
99250	L2411-12	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement membre groupe spécial négociation, représentant comité société européenne, représentant comité société coopérative européenne représentant comité société issue fusion transfrontalière			
99660	L2411-9	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement représentant de proximité	Candidats		
99650	L2411-8	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement représentant de proximité	Élus		
99050	L2411-4	Institutions représentatives du personnel	Salariés protégés	Protection: Licenciement	Licenciement salarié mandaté			
99800	L2412-5; L2412-6	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)				
99900	L2412-14; L2412-16; L2412-11; L2412-12; L2412-10	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)	Autres mandats de représentation			
100000	L2412-4	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)	Comité d'entreprise (CE)			
100500	L2412-9; L2412-7; L2412-8	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)	Comité d'hygiène, de sécurité et des conditions de travail (CHSCT)délégué du personnel (DP)			
100100	L2412-13	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)	Conseiller prudhomme			
100200	L2412-15	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)	Défenseur syndical			
100300	L2412-2	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)	Délégué Syndical (DS)			
100600	L2412-3	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)	Délégué du personnel (DP)			
100400	L2412-1	Institutions représentatives du personnel	Salariés protégés	Protection: Rupture du Contrat à Durée Déterminée (CDD)	Liste			
100700	L2414-1	Institutions représentatives du personnel	Salariés protégés	Protection: Transfert partiel	Transfert partiel			
98600	L2413-1	Institutions représentatives du personnel	Salariés protégés	Protection contrat de travail Temporaire	Travail temporaire			
100800	L2432-1	Institutions représentatives du personnel	Salariés protégés	Pénal	Pénal			
106400	L2511-1	Négociations collectives	Conflits	Droit de grève	Dispositions générales			
106500	L2512-1; L2512-3; L2512-2; L2512-5; L2512-4	Négociations collectives	Conflits	Droit de grève	Dispositions services publics			
106600	L2623-1; R2623-5; R2623-6; R2623-7; R2623-8; R2623-9; R2623-10; R2623-11; R2623-1; R2623-2; R2623-3; R2623-4; R2623-12; R2623-13; R2623-14; R2623-15; R2623-16; R2623-17; R2623-18; R2623-19; D2621-1; D2621-2	Négociations collectives	Conflits	Outre-mer	DOM, Saint Barthélemy, Saint-Martin, St Pierre et Miquelon			
106700	L2631-1	Négociations collectives	Conflits	Outre-mer	Mayotte, Wallis et FUTUNA, Terres australes et antarctiques			
106800	L2521-1; R2521-1	Négociations collectives	Conflits	Règlement conflit: dispositions générales	Champ d'application			
106900	L2521-2	Négociations collectives	Conflits	Règlement conflit: dispositions générales	Principes			
107000	L2522-13	Négociations collectives	Conflits	Règlement conflit: dispositions générales	Texte prévoyant un décret			
107100	L2524-9; R2524-1; L2524-8; L2524-10; L2524-6; L2524-7; L2524-2; L2524-1; L2524-3; L2524-5; L2524-4	Négociations collectives	Conflits	Règlement du conflit: Arbitrage	Arbitre			
107200	R2524-2; R2524-3; R2524-4; R2524-5; R2524-6; R2524-7; R2524-8; R2524-9; R2524-10; R2524-11; R2524-12; R2524-13; R2524-14; R2524-15; R2524-16; R2524-17; R2524-18; R2524-19; R2524-20; R2524-21; R2524-22	Négociations collectives	Conflits	Règlement du conflit: Arbitrage	Cour supérieure d'arbitrage			
107300	L2522-7; R2522-11; R2522-10; R2522-8; R2522-9; R2522-16; R2522-12; R2522-13; R2522-14; R2522-15; R2522-3; R2522-4; R2522-5; R2522-6; R2522-7; R2522-20; R2522-21; R2522-18; R2522-19; R2522-17; R2522-23; R2522-22	Négociations collectives	Conflits	Règlement du conflit: Conciliation	Commissions de conciliation			
107400	L2522-11; L2522-10; L2522-8; L2522-12; L2522-9	Négociations collectives	Conflits	Règlement du conflit: Conciliation	Entreprises publiques, Etablissement public à Caractère Industriel et commercial (EPIC)			
107500	L2522-4; L2522-3; L2522-6; L2522-2; R2522-2; R2522-1; L2522-5; L2522-1	Négociations collectives	Conflits	Règlement du conflit: Conciliation	Procédure de conciliation			
107600	L2524-11	Négociations collectives	Conflits	Règlement du conflit: Conciliation	Texte prévoyant un décret			
107700	R2523-5; L2523-2; R2523-4; L2523-1; L2523-3; R2523-1; R2523-2; R2523-6; R2523-3	Négociations collectives	Conflits	Règlement du conflit: Médiation	Désignation du médiateur			
107800	R2523-20; R2523-17; R2523-19; R2523-18	Négociations collectives	Conflits	Règlement du conflit: Médiation	Indemnités			
107900	L2523-8; R2523-8; R2523-9; R2523-10; L2523-4; L2523-7; R2523-7; R2523-11; R2523-12; R2523-13; R2523-15; R2523-16; L2523-5; L2523-9; R2523-14; L2523-6	Négociations collectives	Conflits	Règlement du conflit: Médiation	Procédure de médiation			
108000	L2523-10	Négociations collectives	Conflits	Règlement du conflit: Médiation	Texte prévoyant un décret			
108100	R2525-1; L2525-1; L2525-2; R2525-2	Négociations collectives	Conflits	Règlement du conflit: Pénal	Pénal			
108200	L1	Négociations collectives	Dialogue social	Dialogue social	Concertation préalable			
108300	L2222-3-2; L2222-3-1; L2222-3-3	Négociations collectives	Dialogue social	Dialogue social	Conditions de loyauté			
108400	L2212-1; L2212-2	Négociations collectives	Dialogue social	Dialogue social	Formation			
108500	L3	Négociations collectives	Dialogue social	Dialogue social	Orientations et calendrier annuels			
108600	L2	Négociations collectives	Dialogue social	Dialogue social	Projets de textes et consultations			
108700	D2261-13	Négociations collectives	Négociation collective, Accords	Applicabilité	Abrogation			
108800	L2261-3; L2261-6; L2261-4; L2261-5	Négociations collectives	Négociation collective, Accords	Applicabilité	Adhésion			
108900	D2261-9; R2261-10; D2261-11; D2261-12	Négociations collectives	Négociation collective, Accords	Applicabilité	Commissions mixtes paritaires			
109000	L2261-2	Négociations collectives	Négociation collective, Accords	Applicabilité	Convention collective applicable			
109100	L2261-1	Négociations collectives	Négociation collective, Accords	Applicabilité	Date d'entrée en vigueur			
109200	L2261-13; L2261-11; L2261-12; L2261-9; L2261-10	Négociations collectives	Négociation collective, Accords	Applicabilité	Dénonciation			
109300	R2262-1; R2262-2; R2262-3; R2262-4; R2262-5	Négociations collectives	Négociation collective, Accords	Applicabilité	Effets			
109500	L2261-19; L2261-20; L2261-21; L2261-23; L2261-22; L2261-23-1; R2261-1; D2261-2; D2261-3; D2261-4; L2261-15; L2261-16; L2261-17; L2261-18; L2261-24; L2261-25; L2261-26; L2261-27; L2261-28; L2261-29; L2261-30; L2261-31; L2261-27-1; D2261-14; D2261-15; L2261-32; L2261-33; L2261-34; R2261-15	Négociations collectives	Négociation collective, Accords	Applicabilité	Extension, élargissement			
109400	R2261-5; R2261-8	Négociations collectives	Négociation collective, Accords	Applicabilité	Extension avenants salariaux			
109501	L2261-27-1; D2261-4-1; D2261-4-2; D2261-4-3; D2261-4-4; D2261-4-5; D2261-4-6	Négociations collectives	Négociation collective, Accords	Applicabilité	Groupe d'expert			
109600	L2261-14-2; L2261-14; L2261-14-1; L2261-14-3; L2261-14-4	Négociations collectives	Négociation collective, Accords	Applicabilité	Mise en cause			
109700	L2261-7; L2261-7-1; L2261-8	Négociations collectives	Négociation collective, Accords	Applicabilité	Révision			
109800	L2252-1	Négociations collectives	Négociation collective, Accords	Articulation	Rapports accords branche accord + large			
109900	L2253-2; L2253-4; L2253-1; L2253-3; L2253-5; L2253-6; L2253-7	Négociations collectives	Négociation collective, Accords	Articulation	Rapports accords entre. accord + large			
110000	L2254-2; L2254-1	Négociations collectives	Négociation collective, Accords	Articulation	Rapports accords et contrats de travail			
110100	L2251-1	Négociations collectives	Négociation collective, Accords	Articulation	Rapports accords ou convention et lois			
110200	R2271-1; L2271-1	Négociations collectives	Négociation collective, Accords	Commission Nationale	Missions			
110300	L2272-1; R2272-1; R2272-8; R2272-6; R2272-9; R2272-4; R2272-2; R2272-3; R2272-5; R2272-7; R2272-14; R2272-10; R2272-11; R2272-13; R2272-12; L2272-2	Négociations collectives	Négociation collective, Accords	Commission Nationale	Organisation, fonctionnement			
110400	L2234-1; L2234-3; L2234-2	Négociations collectives	Négociation collective, Accords	Commissions paritaires locales	Commissions paritaires locales			
110500	L2262-9; L2262-11; L2262-12; L2262-13; L2262-14; L2262-15; L2262-10; L2262-14-1	Négociations collectives	Négociation collective, Accords	Effets de l'application des accords	Actions en justice			
110600	L2262-5; L2262-8; L2262-7; L2262-6	Négociations collectives	Négociation collective, Accords	Effets de l'application des accords	Information, communication			
110700	L2262-2; L2262-3; L2262-4; L2262-1	Négociations collectives	Négociation collective, Accords	Effets de l'application des accords	Obligations d'exécution			
110800	L2281-1; L2281-2; L2281-3; L2281-4; L2281-5; L2281-6; L2281-7; L2281-8; L2281-9; L2281-10; L2281-11	Négociations collectives	Négociation collective, Accords	Expression directe, collective				
110900	L2282-1; R2282-1; L2282-2; L2282-3	Négociations collectives	Négociation collective, Accords	Expression directe, collective	Entreprises, établissement secteur public			
111000	L2283-2; L2283-1	Négociations collectives	Négociation collective, Accords	Expression directe, collective	Pénal			
111100	R742-7; R742-8; R742-9; R742-11; R742-12; R742-14; R742-16; R742-17; R742-18; R742-19; R742-20; R742-21; R742-10; R742-13; R742-15	Négociations collectives	Négociation collective, Accords	Maritime	Maritime			
111200	L2222-2; L2222-1; L2222-3	Négociations collectives	Négociation collective, Accords	Objet, Contenu, Durée	Contenu			
111300	L2222-5-1; L2222-4; L2222-6; L2222-5	Négociations collectives	Négociation collective, Accords	Objet, Contenu, Durée	Durée			
111400	L2221-1; L2221-3; L2221-2	Négociations collectives	Négociation collective, Accords	Objet, Contenu, Durée	Objet			
112850	R2234-1; R2234-2; R2234-3; R2234-4; L2234-4; L2234-5; L2234-6; L2234-7	Négociations collectives	Négociation collective, Accords	Observatoire d'analyse et d'appui au dialogue social et la négociation				
111500	L2621-1; L2622-1; L2622-2; L2622-3; D2622-1; D2622-2; D2622-2-3; D2622-4	Négociations collectives	Négociation collective, Accords	Outre-mer	DOM, Saint Barthélemy, Saint-Martin, St Pierre et Miquelon			
111600	L2611-1	Négociations collectives	Négociation collective, Accords	Outre-mer	Dispositions générales			
111550	L2621-2	Négociations collectives	Négociation collective, Accords	Outre-mer	Mayotte			
111700	L2211-1	Négociations collectives	Négociation collective, Accords	Préliminaires	Champ d'application			
111800	R2212-1; R2212-2; R2212-3	Négociations collectives	Négociation collective, Accords	Préliminaires	Formation des acteurs			
111900	R2263-2; L2263-1; R2263-1; R2263-5; R2263-4; R2263-3	Négociations collectives	Négociation collective, Accords	Pénal	Pénal			
112000	L2232-1; L2232-4; L2232-2; L2232-2-1; L2232-3	Négociations collectives	Négociation collective, Accords	Règles branche, interprofessionnel	Accords interprofessionnels			
112100	L2232-10-1; D2232-1-2; D2232-1-1; L2232-5; L2232-5-2; L2232-9; R2232-1; R2232-1-3; R2232-1-4; R2232-1-5; L2232-8; L2232-5-1; L2232-10; L2232-6; L2232-7	Négociations collectives	Négociation collective, Accords	Règles branche, interprofessionnel	Branche, accords professionnels			
112200	L2232-11	Négociations collectives	Négociation collective, Accords	Règles entreprise, établissement	Champ d'application			
112300	R2232-5; D2232-4; D2232-2; D2232-3	Négociations collectives	Négociation collective, Accords	Règles entreprise, établissement	Dispositions communes			
112400	L2232-13; L2232-14; L2232-12; D2232-6; D2232-7	Négociations collectives	Négociation collective, Accords	Règles entreprise, établissement	Entreprise avec délégué syndical (DS): Conditions de validité			
112500	L2232-17; L2232-19; L2232-16; L2232-20; L2232-18	Négociations collectives	Négociation collective, Accords	Règles entreprise, établissement	Entreprise avec délégué syndical (DS): Modalités négociation			
112600	L2232-22; L2232-22-1; L2232-21; L2232-23; L2232-23-1; L2232-24; L2232-25; L2232-25-1; L2232-26; L2232-27; L2232-28; L2232-29; L2232-29-1; L2232-29-2; D2232-8; D2232-9	Négociations collectives	Négociation collective, Accords	Règles entreprise, établissement	Entreprise sans délégué syndical (DS) ou conseil d'entreprise			
112650	R2232-10; R2232-11; R2232-12; R2232-13	Négociations collectives	Négociation collective, Accords	Règles entreprise, établissement	Entreprise sans délégué syndical (DS) ou conseil d'entreprise	Dispositions relatives à l'approbation accord salariés		
112700	L2232-38; L2232-37; L2232-36	Négociations collectives	Négociation collective, Accords	Règles entreprise, établissement	Règles inter entreprises			
112800	L2232-35; L2232-34; L2232-32; L2232-33; L2232-30; L2232-31	Négociations collectives	Négociation collective, Accords	Règles groupe	Règles groupe			
112900	L2233-1; L2233-2; L2233-3	Négociations collectives	Négociation collective, Accords	Secteur public	Secteur public			
113000	L2231-1; L2231-2	Négociations collectives	Négociation collective, Accords	Validité des accords, conventions	Capacité à négocier			
113100	L2231-3; L2231-4	Négociations collectives	Négociation collective, Accords	Validité des accords, conventions	Conditions de forme			
113200	L2231-6; L2231-5; L2231-5-1; R2231-9; R2231-1; D2231-2; D2231-3; D2231-4; D2231-5; D2231-6; D2231-7; D2231-8; R2231-1-1	Négociations collectives	Négociation collective, Accords	Validité des accords, conventions	Notification, Dépôt			
113300	L2231-9; L2231-8	Négociations collectives	Négociation collective, Accords	Validité des accords, conventions	Opposition			
113400	L2241-4; L2241-5; L2241-6	Négociations collectives	Négociation de branche, négociation professionnelle	Champ de la négociation				
113600	D2241-1; D2241-3; R2241-4	Négociations collectives	Négociation de branche, négociation professionnelle	Dispositions supplétives				
113500	L2241-7; L2241-8; L2241-9; L2241-10; L2241-11; L2241-12; L2241-13; L2241-14; L2241-15; L2241-16; L2241-17; L2241-18	Négociations collectives	Négociation de branche, négociation professionnelle	Décrets temporaires				
113700	L2241-1; L2241-2; L2241-3	Négociations collectives	Négociation de branche, négociation professionnelle	Ordre public				
113800	L2242-20; L2242-21	Négociations collectives	Négociation obligatoire entreprise	Adaptation règles négociation via accord	Adaptation règles négociation via accord			
113900	R2242-10; R2242-11; R2242-2-2; R2242-2-1; R2242-9; L2242-8; L2242-9; L2242-10; L2242-11; L2242-12; R2242-2; R2242-3; R2242-4; R2242-5; R2242-6; R2242-7; R2242-8	Négociations collectives	Négociation obligatoire entreprise	Egalité professionnelle Homme Femme, qualité de vie au travail	Egalité professionnelle Homme / Femme, qualité de vie au travail			
114000	L2242-13; L2242-14; L2242-15; L2242-16; L2242-17; L2242-18; L2242-19	Négociations collectives	Négociation obligatoire entreprise	Gestion des emplois et parcours professionnels	Gestion des emplois et parcours professionnels			
114100	R2242-1; L2242-3; L2242-1; L2242-2; L2242-4	Négociations collectives	Négociation obligatoire entreprise	Modalités	Modalités			
114200	L2243-1; L2243-2	Négociations collectives	Négociation obligatoire entreprise	Pénal	Pénal			
114300	L2242-5; L2242-6; L2242-7	Négociations collectives	Négociation obligatoire entreprise	Rémunération, temps de Travail, partage valeur ajoutée (VA)	Rémunération, temps de Travail, partage Valeur Ajoutée (VA)			
114400	L1111-1	Obligations diverses	Effectifs, calculs	Champ d'application	Employeurs, salariés concernés			
114500	L1111-3	Obligations diverses	Effectifs, calculs	Non pris en compte effectif	Exclus			
114600	L1111-2; R1111-1	Obligations diverses	Effectifs, calculs	Pris en compte effectif	Calcul			
114700	R8112-1; R8112-2; L8112-2; L8112-1; R8112-6; R8112-5; R8112-4; R8112-3	Obligations diverses	Inspection du travail	Compétence des agents	Compétence des agents			
114800	R8111-12; R8111-1; R8111-10; R8111-11; R8111-8; R8111-9	Obligations diverses	Inspection du travail	Compétence des agents	Répartition / compétences / ministères			
114900	D8322-1; R8322-2	Obligations diverses	Inspection du travail	Outre-mer	DOM, Saint Barthélemy, Saint-Martin, St Pierre et Miquelon			
115000	R8113-3-1; L8113-4; D8113-3; D8113-2; L8113-6; L8113-5	Obligations diverses	Inspection du travail	Prérogatives et moyens	Accès aux documents			
115100	L8113-3	Obligations diverses	Inspection du travail	Prérogatives et moyens	Droit de prélèvement.			
115200	L8113-2; L8113-1; L8113-2-1	Obligations diverses	Inspection du travail	Prérogatives et moyens	Droit entrée dans établissement			
115300	R8113-1	Obligations diverses	Inspection du travail	Prérogatives et moyens	Lieux de travail temporaires			
115400	R8114-2; L8114-3; R8114-1; L8114-1; L8114-2	Obligations diverses	Inspection du travail	Prérogatives et moyens	Pénal			
115500	R8113-6; R8113-7; R8113-8; L8113-8; R8113-5; R8113-4; L8113-9; L8113-7	Obligations diverses	Inspection du travail	Prérogatives et moyens	Recherche, constats infraction			
115600	R8115-1; R8115-3; R8115-2; R8115-4; R8115-5; R8115-6; R8115-7; R8115-8; L8115-1; L8115-2; L8115-3; L8115-4; L8115-5; L8115-6; L8115-7; L8115-8; R8115-9; R8115-10	Obligations diverses	Inspection du travail	Prérogatives et moyens	Sanctions administratives			
115700	L8113-11; L8113-10; D8113-9	Obligations diverses	Inspection du travail	Prérogatives et moyens	Secret professionnel			
115800	R8124-1; R8124-2; R8124-3; R8124-4; R8124-5; R8124-6; R8124-7; R8124-8; R8124-9; R8124-10; R8124-11; R8124-12; R8124-13; R8124-14; R8124-15; R8124-16; R8124-17; R8124-18; R8124-19; R8124-20; R8124-21; R8124-22; R8124-23; R8124-24; R8124-25; R8124-26; R8124-27; R8124-28; R8124-29; R8124-30; R8124-31; R8124-32; R8124-33; L8124-1	Obligations diverses	Inspection du travail	Système d'inspection du travail				
115900	L8123-4; L8123-5; L8123-6; R8123-8; R8123-9; L8123-3; L8123-2; L8123-1; R8123-1; D8123-2; D8123-3; D8123-4; D8123-5; R8123-6; R8123-7	Obligations diverses	Inspection du travail	Système d'inspection du travail	Appui à l'agent de contrôle de l'inspection du travail (IT)			
116000	D8121-6; D8121-7; D8121-8; D8121-9-1; D8121-9; D8121-10; D8121-11; D8121-12; D8121-1; D8121-2; D8121-3; D8121-4; D8121-5; R8121-13; R8121-14	Obligations diverses	Inspection du travail	Système d'inspection du travail	Echelon central			
116100	R8121-15	Obligations diverses	Inspection du travail	Système d'inspection du travail	Groupe national de Contrôle			
116200	R8122-4; R8122-6; R8122-7; R8122-8; R8122-9; R8122-10; R8122-11; R8122-5; R8122-3; R8122-1; R8122-2	Obligations diverses	Inspection du travail	Système d'inspection du travail	Services déconcentrés			
116300	R8293-1; R8293-2; R8293-3; R8293-4; R8293-5; R8293-6	Obligations diverses	Travail illégal	Carte professionnelle Bâtiment et Travaux Publics (BTP)				
116400	R8291-1; R8291-2; R8291-3; R8291-4; R8291-5; R8291-6; R8292-1; R8292-2; R8292-3; R8292-4; R8295-1; R8295-2; R8295-3; R8294-8; R8294-1; R8294-2; R8294-3; R8294-4; R8294-5; R8294-6; R8294-7; L8291-1	Obligations diverses	Travail illégal	Carte professionnelle Bâtiment et Travaux Publics (BTP)	Carte professionnelle Bâtiment et Travaux Publics (BTP)			
116500	L8261-3	Obligations diverses	Travail illégal	Cumuls irréguliers	Dérogations			
116600	D8261-2; D8261-1; L8261-2; L8261-1	Obligations diverses	Travail illégal	Cumuls irréguliers	Interdictions			
116700	R8262-1; R8262-2	Obligations diverses	Travail illégal	Cumuls irréguliers	Pénal			
116800	L8255-1; D8255-1	Obligations diverses	Travail illégal	Emploi salarié sans titre de travail	Actions en justice			
116900	L8253-5; L8253-3; R8253-1; R8253-2; R8253-3; R8253-4; L8253-2; L8253-1; L8253-4; L8253-7	Obligations diverses	Travail illégal	Emploi salarié sans titre de travail	Contribution spéciale			
117000	R8252-1; L8252-2; R8252-2; R8252-6; R8252-4; R8252-5; R8252-7; R8252-8; R8252-9; R8252-10; R8252-11; R8252-12; R8252-13; L8252-4; L8252-3; L8252-1	Obligations diverses	Travail illégal	Emploi salarié sans titre de travail	Droits du salarié étranger			
117100	L8251-1; L8251-2	Obligations diverses	Travail illégal	Emploi salarié sans titre de travail	Interdictions			
117200	L8256-5; L8256-2; L8256-4; L8256-1; L8256-6; R8256-1; L8256-3; L8256-8; L8256-7; L8256-7-1	Obligations diverses	Travail illégal	Emploi salarié sans titre de travail	Pénal			
117300	D8254-6; L8254-2; L8254-2-1; L8254-2-2; D8254-7; D8254-9; D8254-10; D8254-11; D8254-12; D8254-13; D8254-14; L8254-3; L8254-4; L8254-1; D8254-5; D8254-1; D8254-2; D8254-3; D8254-4	Obligations diverses	Travail illégal	Emploi salarié sans titre de travail	Solidarité financière du donneur d'ordre			
117400	L8211-1	Obligations diverses	Travail illégal	Généralités	Généralités			
117500	D8233-2; D8233-1; L8233-1	Obligations diverses	Travail illégal	Marchandage	Actions en justice			
117600	L8231-1	Obligations diverses	Travail illégal	Marchandage	Interdiction			
117700	L8232-3; D8232-1; L8232-2; L8232-1	Obligations diverses	Travail illégal	Marchandage	Obligation, solidarité financière Donneur d'Ordre, Maitre d'Ouvrage			
117800	R8234-1; L8234-2; L8234-3; L8234-1	Obligations diverses	Travail illégal	Marchandage	Pénal			
118000	L8311-1	Obligations diverses	Travail illégal	Outre-mer	DOM, Saint Barthélemy, Saint-Martin, St Pierre et Miquelon			
117900	L8321-1; L8323-2; L8323-3; R8323-1; L8323-1	Obligations diverses	Travail illégal	Outre-mer	Dispositions générales			
118100	L8331-1	Obligations diverses	Travail illégal	Outre-mer	Mayotte, Wallis et FUTUNA, Terres australes et antarctiques			
118200	R8242-2; R8242-1; L8242-1	Obligations diverses	Travail illégal	Prêt illicite Main d'Œuvre	Actions en justice			
118300	L8241-3; L8241-2; L8241-1; R8241-1; R8241-2	Obligations diverses	Travail illégal	Prêt illicite Main d'Œuvre	Interdiction			
118400	L8243-3; L8243-2; L8243-1	Obligations diverses	Travail illégal	Prêt illicite Main d'Œuvre	Pénal			
118500	L8281-1; R8281-3; R8281-1; R8281-2; R8281-4; R8282-1	Obligations diverses	Travail illégal	Responsabilité donneur ordre	Responsabilité donneur ordre			
118600	L8291-2	Obligations diverses	Travail illégal	Sanction défaut de déclaration				
118700	L8221-2; L8221-1; R8211-1; R8211-3; R8211-4; R8211-5; R8211-2; R8211-6; R8211-7; R8211-8	Obligations diverses	Travail illégal	Travail dissimulé	Dispositions générales			
118800	L8223-1-1; D8223-1; D8223-3; D8223-2; L8223-2; L8223-1; D8223-4; L8223-4; L8223-3	Obligations diverses	Travail illégal	Travail dissimulé	Droits des salariés			
118900	L8222-4; D8222-5; D8222-4; D8222-7; D8222-8; D8222-6; L8222-2; R8222-2; R8222-3; L8222-3; R8222-1; L8222-6; L8222-5; L8222-7; L8222-1	Obligations diverses	Travail illégal	Travail dissimulé	Obligation, solidarité financière Donneur d'Ordre, Maitre d'Ouvrage			
119000	L8224-5-1; R8224-1; L8224-3; L8224-2; L8224-6; L8224-4; L8224-5; L8224-1	Obligations diverses	Travail illégal	Travail dissimulé	Pénal			
119100	R8221-3; L8221-7	Obligations diverses	Travail illégal	Travail dissimulé	Règles diffusion d'annonces			
119200	L8221-8	Obligations diverses	Travail illégal	Travail dissimulé	Texte prévoyant un décret			
119300	R8221-1; L8221-3; L8221-4	Obligations diverses	Travail illégal	Travail dissimulé	Travail dissimulé: dissimulation d'activité			
119400	L8221-6; L8221-5; R8221-2; L8221-6-1	Obligations diverses	Travail illégal	Travail dissimulé	Travail dissimulé: dissimulation d'emploi salarié			
119500	R8272-7; R8272-8; R8272-9; R8272-10; R8272-11	Obligations diverses	Travail illégal	Travail illégal: contrôle				
119600	D8271-1	Obligations diverses	Travail illégal	Travail illégal: contrôle	Compétence des agents			
119700	L8271-6-2; L8271-6-1; L8271-5-1; L8271-2; L8271-1-3; L8271-1; L8271-1-1; L8271-1-2; L8271-6-3; L8272-4; L8272-2; L8272-3; L8271-4; L8271-6; L8271-5; L8271-3; L8271-6-4	Obligations diverses	Travail illégal	Travail illégal: contrôle	Dispositions communes			
119800	L8271-19; L8271-17; L8271-18	Obligations diverses	Travail illégal	Travail illégal: contrôle	Emploi étrangers sans titre travail			
119900	L8271-14; L8271-15	Obligations diverses	Travail illégal	Travail illégal: contrôle	Marchandage			
120000	L8271-16	Obligations diverses	Travail illégal	Travail illégal: contrôle	Prêt illicite main-d'œuvre			
120100	L8272-5; L8272-1; D8272-5; D8272-3; D8272-4; D8272-6; D8272-1; D8272-2	Obligations diverses	Travail illégal	Travail illégal: contrôle	Sanctions administratives			
120200	L8271-8; L8271-9; L8271-10; L8271-12; L8271-7; L8271-20	Obligations diverses	Travail illégal	Travail illégal: contrôle	Travail dissimulé			
100900	L1134-6; L1134-8; L1134-9; L1134-10; L1134-7; L1134-1; L1134-3; L1134-4; L1134-5; L1134-2	Pouvoirs de l'employeur, libertés et droits fondamentaux	Discrimination	Actions en justice				
101000	L1131-2; L1131-1	Pouvoirs de l'employeur, libertés et droits fondamentaux	Discrimination	Champ d'application				
101100	L1133-1; L1133-2; L1133-3; L1133-4; L1133-5; L1133-6	Pouvoirs de l'employeur, libertés et droits fondamentaux	Discrimination	Différences de traitement autorisées				
101210	L1132-2	Pouvoirs de l'employeur, libertés et droits fondamentaux	Discrimination	Exercice du droit de grève				
101230	L1132-3-1	Pouvoirs de l'employeur, libertés et droits fondamentaux	Discrimination	Jury				
